,All items,Food,Food at home,Food away from home,Energy,All items less food and energy,Commodities less food and energy commodities,Apparel,New vehicles,Used cars and trucks,Medical care commodities,Alcoholic beverages,Tobacco and smoking products,Services less energy services,Shelter,Rent of primary residence,Owners' equivalent rent of residences,Medical care services,Physicians' services,Hospital services,Transportation services,Motor vehicle maintenance and repair,Motor vehicle insurance,Airline fares
2014-01-01 00:00:00,0.24241752904536895,0.1301525724026087,0.17241526472571156,0.07378719934774125,1.8747990705359152,0.08568071632473195,-0.23334215149602988,-0.540532132496474,-0.2862190328809522,-0.6047606866198318,0.5502559121973949,-0.03472913393163246,0.5164952142611146,0.1979342982486365,0.24941027991045583,0.2573556522380338,0.21098201542579798,0.2544379472286584,-0.015404005041308455,0.7453085488664968,-0.1918427880208129,0.2421307506053294,0.3411584851156446,-3.319561372030333
2014-02-01 00:00:00,0.11007786202441583,0.3840799691394281,0.4511720247782458,0.2875986328880975,-0.16577454661659274,0.09493094197770002,-0.15093929112925952,-0.47152844028088836,0.0006866999945120966,-0.5391493714323459,0.3961375844792281,-0.14870927971325498,0.2582640002149361,0.18168466850303489,0.22068851820211677,0.19969255437302103,0.21709435955341583,0.2292176371445631,-0.014566030336560232,0.7023647012198042,0.15497498058381076,0.30525030525030417,0.25727725421376135,-0.693080364474874
2014-03-01 00:00:00,0.204205530106516,0.43398716834859297,0.5403319181783051,0.2806809457851056,0.014404321296379585,0.1862946419120659,-0.07149812402540423,0.12570809010126194,0.014420600858366939,-0.7145795459069237,-0.0787968575695186,0.1565682281059022,0.2495592236977373,0.26704291269485925,0.3013298140802423,0.322982004763972,0.24279343294648648,0.34542689078911337,0.20647554371426846,0.8078798347071148,0.31796840144748817,-0.14252068818212393,0.2379709307203992,1.14974464819666
2014-04-01 00:00:00,0.18641856050976013,0.33021830174633227,0.37417476956824736,0.2657182900055899,-0.03880605374438906,0.18890649762282052,0.023168338421286627,0.02824880923422146,0.23344273100531776,-0.28334480523384276,0.45366074092014763,0.09489555134738481,0.27099154167788964,0.23887481724018667,0.2370595668071962,0.33438086492696417,0.2110232451894234,0.18098432117905627,0.1218966674122024,0.24580771330144913,0.33002018947041467,0.13704542185002389,0.7724413751409642,0.5663758485827675
2014-05-01 00:00:00,0.19030059035471947,0.4837486165286897,0.7014314412755907,0.1688656911777775,-0.2605417347036787,0.19276844165485585,0.014987805376520669,0.23377132771131848,0.10548956749276694,-0.1414047997212231,0.401334842626766,0.15067316197787672,0.3688987577853631,0.25474043182611705,0.2945080933947519,0.2763851160416442,0.2084079585789267,0.18152071624060184,0.4132739112466366,0.30650622568233477,0.3535607614397085,0.19092050145930184,0.45825093969131814,2.1405624057021067
2014-06-01 00:00:00,0.1321132206079767,0.0981815781657458,0.02963136083067308,0.1988288055752685,0.2010328514162607,0.12966837733496828,0.0592610756907197,0.16357133353681608,-0.0280552894484698,-0.05704468276446217,0.5707508492444502,0.09466295339963793,0.4777725638800856,0.15880822114302529,0.16091059080882708,0.29307705453924804,0.19244864726293276,0.10772402827541327,-0.3070112014594062,0.20491140278031672,0.21664750259418053,0.2426296068494871,0.29675703362403993,0.18464339947599218
2014-07-01 00:00:00,0.11254852864928111,0.24274045317047577,0.19692759573102236,0.30791523274769084,-0.3884443803711446,0.15052325752511475,-0.05786446100957132,-0.03125439514932715,0.10677691154628022,0.1980916056164128,0.3363140561804645,-0.06417482573579658,-0.7559327447859476,0.22129702561795028,0.2746632413964223,0.3059977739024555,0.2302785685970754,0.10244291927885563,-0.06136817557993446,0.27445029220884987,-0.06261499821600403,0.23564308730086303,0.29084080473589236,-0.9596471549004115
2014-08-01 00:00:00,-0.01600013473797013,0.2289966493308926,0.22402291862722024,0.23714939207897245,-1.2241501302543978,0.08816305967800364,-0.08105714869559577,-0.45723843616638504,0.14290109739838464,0.17156337122024024,-0.1282706103591602,0.632443462427279,0.11398167858276409,0.14629831246597558,0.222229605265567,0.23711157617751777,0.20314314580645032,0.09051330287557224,0.4192345480528825,0.04185986604841041,-0.029401984633958822,-0.05745788299620358,0.25962757030153494,-0.5634001649132525
2014-09-01 00:00:00,0.007159100480080838,0.28220778368444055,0.2642381134395855,0.3078450446555525,-1.664231437653385,0.1598120844780837,0.11793497896939176,0.3580486349395784,0.17273869346734472,0.25891136801541315,0.510835643426244,0.014273839410905431,0.20198459285472037,0.170885000849319,0.2302085136633325,0.29929431448980637,0.20954882415840093,0.16110115863954277,0.04558417228592848,0.33509643410187806,0.05812101074538223,0.42347883920954565,0.48556956490051206,-1.2299829312442112
2014-10-01 00:00:00,-0.019791390324119806,0.15788612565446059,0.12099714910827064,0.2115177395538126,-1.8827863085137175,0.16960793346343372,0.04562043795621751,-0.04068443742030192,0.1438142819168764,-0.6039010002735878,0.1520670714079353,-0.044494442392284395,0.5474232495566334,0.2123091845767089,0.2249024320331694,0.23296866068187594,0.22450748000197862,0.1526927102098119,0.07084553450871223,0.2794431098026129,0.5115877064984176,0.3135570389439346,0.6217078720954561,0.4070418900333772
2014-11-01 00:00:00,-0.18826601524659647,0.2156281394722015,0.12085092293683264,0.3532457188371252,-3.393641299074923,0.11162627356380295,-0.22731758444439754,-0.39683471481907207,0.021098769465321965,-0.9841964633376832,0.5654887335246217,0.6929104759665128,0.22182634826077852,0.2193049252231294,0.25886407802586664,0.3446952442099249,0.23579428734750163,0.32097951212828324,0.32399297043530506,0.33944451948164645,0.34292000738060935,0.11003603213799451,0.3707649787024092,-0.44703715874374605
